,0
r_last,0.14391147599503168
r_roll7,0.17077327672746717
r_seas7,-0.03605080527220559
dow_0,9.469577144811677e-05
dow_1,0.019145651375898704
dow_2,0.041775218798938044
dow_3,0.026076127366883608
dow_4,0.003284164116072396
dow_5,-0.023777964681105997
dow_6,-0.06695772039941171
is_weekend,-0.07025925248931046
is_holiday,-0.03796501500632385
is_holiday_eve,-0.0463075387041889
black_week,-0.00509028254684604
dec_season,-0.002818600932831502
